name,lat,lng,covid
"H.No. 268/D, 28, Ward No. 2 Mehrauli, New Delhi",28.5204637,77.17866599999999,412330955
"Entire Lane from H.No. 337 to H.No. 348, Block-5, Dakshinpuri, New Delhi",28.520099,77.239389,1800793715
"H.No.-76, Gali No.1, Kapashera, New Delhi",28.5196719,77.2024155,2955379385
"Entire Lane from H.No. 203 to 289 Block-C, Dakshinpuri, New Delhi",28.5192079,77.2353993,4235090961
"Entire affected area of 1041-A, Ward No. 8, Mehrauli, New Delhi",28.5175928,77.17999139999999,412330955
"Maa Durga Apartments, Ward No. 3, Mehrauli, New Delhi",28.5172151,77.17527659999999,4231823114
"Entire Lane H.No. 169 to 192, RPS Colony, Khanpur, New Delhi-10062",28.515689,77.230148,4235090961
"Affected area around H.No. 192/4, Devli village, New Delhi",28.512727,77.232614,4235090961
"H.No. 24 to 57, Gali No.8-A, G-Block, Sangam Vihar, New Delhi",28.5090353,77.2503792,6282635300
"Flat No. 1265 to Flat No. 1272, C-1, Vasant Kunj, New Delhi",28.5082109,77.1689689,4231823110
"Block – D, Gali No.4, Sangam Vihar, New Delhi",28.5068605,77.2456488,4235038996
"Street of House no - E-16 to E-18, Railway Colony, Bengali Market, New Delhi",28.5068569,77.28936060000001,4210624765
"whole Area of Block-E, Block-D and Block D3 of Hari Nagar Extension, Jaitpur",28.5051304,77.3166476,837540913
"whole Area of Block-E, Block-D and Block D3 of Hari Nagar Extension, Jaitpur",28.5051304,77.3166476,837540913
"Block-E, Gali No. 6-A and 7, Sangam Vihar, New Delhi",28.5047582,77.2427809,4235038996
"Block-G(Gali No. 2 & 3), Block - H(Gali No. 3,4,5 & 6) and Block - I(Gali No. 2), Gyan Mandir Road, Jaitpur Ext., Jaitpur, New Delhi",28.5031055,77.3343204,1818312408
"Block-G(Gali No. 2 & 3), Block - H(Gali No. 3,4,5 & 6) and Block - I(Gali No. 2), Gyan Mandir Road, Jaitpur Ext., Jaitpur, New Delhi",28.5031055,77.3343204,1818312408
"Hno. Rz27/A, Gali no. 09, sangam Vihar, Dharampura, Najafgarh",28.5017467,77.25149309999999,6282635300
"Block F-2, Sangam Vihar, New Delhi",28.5005526,77.2455444,4235038996
Affected area around H.No. 291 and H.No. 295 Near Dispensary Chattarpur Village New Delhi,28.497817,77.18329299999999,412330955
"H.No. 790 Gali No. 14, L-Block Sangam Vihar Delhi",28.4977755,77.233372,4235090961
"H.No.-72, Gali No-03, Sangam vihar, Dharampura, Najafgarh, New Delhi-
110043",28.4968657,77.2426053,4235038996
"
H No- F-403 to F-408 and F-428 of Village Ghitorni, New Delhi",28.4964413,77.1393872,1036203901
"Affected area around H.No. 1890 and H.No. 1891, Gali No. 3, L-Ist Sangam Vihar, New Delhi.",28.4962821,77.24300219999999,4235038996
"Block – G, Gali No.12, Sangam Vihar, New Delhi",28.4959914,77.2333335,4235090961
"Gali No. 22, 23, 24, 25 & 26 Molarband Extension, Badarpur, New Delhi",28.4932678,77.3113529,837540913
"Whole area of Block – D & Block –E, Mohan Baba Nagar, Badarpur, New Delhi",28.493008,77.3138876,837540913
"Whole area of Block – D & Block –E, Mohan Baba Nagar, Badarpur, New Delhi",28.493008,77.3138876,837540913
"Gali No. 64,65,66 &67 Molarband Extension, Molarband, Badarpur, New Delhi",28.4916399,77.3160363,837540913
"Gali No. 70, 71, 72, 73, 74 & 75 Molarband Extension, Badarpur, New Delhi",28.4870752,77.3122846,837540913
"Entire affected area of H.No. 265, Near Utkal Public School, F-Block, Phase- VI, Aya Nagar, New Delhi",28.4691596,77.13013819999999,345576013
"Entire gali of H.No. 224, Gali No. 26, F-Block, Phase-VI, Aya Nagar, New Delhi",28.4685366,77.13073519999999,345576013
